店铺名称,类别,评分,所属片区,纬度,经度,详细地址,优惠套餐情况,营业时间,联系电话,累计售出份数,餐厅简介,特色菜
香辣美,火锅,3.6,东湖,20.034178,110.347658,龙华区海府路1号东昇楼院内,双人餐70元，3-4人餐88元，3-4人餐88元，4人餐109.9元，6人餐185元;,周一至周日 11:00-24:00,0898-65391546,70959,,"田鸡,田鸡火锅,炒饭,好吃,芽菜炒饭,黄瓜,青蛙,牛蛙,水果盘,芽菜炒粉,小龙虾,青蛙腿,豆茶,香辣黑娃,鸭血,蛋炒饭,辣锅,白菜,麻辣田鸡,酸奶,酸菜炒饭,蛙腿肉,，哈哈,罗非鱼,蟹柳,1,空心菜,啤酒,烤活鱼,豆芽炒饭,酸菜鱼,大头鱼,田鸡肉,猪皮,大白菜,酱油炒饭,大瓶雪碧,香辣锅,加多宝,墨鱼,烤鱼,豆芽豆皮,麻辣小龙虾,辣青蛙,辣油,花生碎,大锅,雪碧,粉丝,凉茶,青蛙火锅,骨头,南瓜饼,鱼锅,香辣锅田鸡,冬瓜,黄骨鱼,竹笋,榨菜,王老吉,锅汤,脆皖鱼,炒飯,香辣小龙虾,牛蛙火锅,水煮田鸡,白米饭,肥肠,凉菜,田鸡锅,可口可乐,田鸡皮,鸳鸯锅底,露露,猪肚包鸡,豆腐皮,凉拌菜,海白菜,辣椒"
印象三宝·潮汕鲜牛肉火锅店,牛肉火锅,3.5,友谊广场,20.037729,110.337513,龙华区解放西路友谊广场5楼,每满100减20.01（买单立享）;双人餐88元，2-3人餐108元，3人餐158元，6人餐298元，7-8人餐398元，10人餐499元;50代100元，79.9代100元;,周一至周日 11:00-14:00 17:30-21:30,0898-66206366/66206566,69133,,"肉,牛肉丸,牛筋丸,牛肉火锅,鸳鸯锅,汤,牛百叶,炸腐竹,吊龙肉,脚趾肉,皇帝菜,牛河粉,河粉炒牛肉,牛腩,牛肉生丸,菜,牛肉炒饭,汤底,秘制牛腩,牛排,白菜,可口,新鲜牛肉,炸豆腐,豆付,水煮肉,牛白叶,骨头汤,炒牛河粉,潮汕牛肉套餐,湿炒河粉,牛肉汤,高汤,原味汤底,鸳鸯锅底,药膳牛尾汤底,滋补牛鞭汤底,滋补鲜羊肉锅,鲜嫩肉,肥牛肉,生牛舌,牛肚,牛粉肠,金钱肚,凉拌金钱肚,凉拌青瓜,凉拌五香肉,炸牛丸,马蹄,牛肉炒粉,炸腐皮,豆干仔,丸,清汤锅底,牛肉炒面,炸香卷"
华莱士(五西路店),快餐,3.5,海甸岛,20.062189,110.327927,美兰区海甸五西路南国超市一楼B档2号铺,12元时尚简约，26.9元新品推荐双人套餐，30元双人套餐，53.9元欢聚四人套餐;,周一至周日 09:00-24:00  非营业时段 2018-02-15至2018-02-18 全天,0898-66262428,69098,华莱士炸鸡汉堡创建品牌以来，先后在闽、沪、苏、浙、赣、粤、津等全国23个省96个市级以上城市开设连锁餐厅。经营的汉堡、炸鸡、薯条等产品，美味与实惠兼具，时尚与文化领先，深得广大消费者的青睐。简明舒适的就餐环境，品质的保证，享受得到的西式快餐,"好,薯条,鸡腿汉堡,中可,冰可乐,量足,香辣鸡腿堡,紫薯饼,炸鸡块,可༗乐༗,黑椒鸡块,鸡腿堡,骨肉相连,汉༗堡༗,百事可乐,炸薯条,紫薯布丁,无骨鸡柳,炸鸡翅,孜然鸡排,吃完了,鳕鱼汉堡,糯米团,棒棒糖,你༗开༗心༗就༗好༗,炸鸡汉堡,瓶装可乐,糯米卷,手扒鸡套餐,鸡腿煲,鲜虾堡,烤鸡腿堡,鸡肉汉堡,窝窝头,脆皮全鸡,爆米花,脆脆香,铁板鱿鱼,鸡肉卷手扒鸡,冰淇淋,2串骨肉相连/孜然扒翅,可口可乐,酱豆腐,紫薯球,排骨饭"
龙虾阁(南沙店),湘菜,3.5,南沙路,20.01888,110.33364,龙华区南大桥下南沙路口凯盛广场A区101号,9.2折（买单立享）;单人餐19.8元起，双人餐88元起，2-3人餐99元;50代100元，89.9代100元;,周一至周日 10:00-04:00  非营业时段 2018-02-08至2018-02-25 10:00-23:00,0898-66762387/13379882387,68064,正宗盱眙龙虾空降海口啦！！！龙虾阁劲推多种口味龙虾，食材从江苏新鲜空运。并聘用获得多项大奖的名师烹饪，把龙虾的美味发挥的淋漓尽致。盱眙龙虾之所以有名，是与它的烹制方法有很大的关系，首先它的配料是独一无二的，即十三香（数十种中草药组成）；另外盱眙大小餐馆在将龙虾上桌时不是用的碗、碟之类的餐具，而是用的面盒、脸盒等；由于前几年螃蟹价格具高不下，对于普通百姓只好以虾代蟹过把瘾了，所以盱眙龙虾又被戏称为“螃蟹助理”。 但螃蟹始终不能和正宗的龙虾相提并论。 其奥妙何在?看着红红的一盆虾子，热气腾腾，香味扑鼻，诱人食欲。吃的时候，麻、辣、鲜、美、香、甜、嫩、酥、肥、亮，令人欲罢不能。吃后余味不绝，绕手三日，叫人无法忘记。本店还**研制了蒜香、清蒸、麻辣、干煸等十几种口味来满足不同食客的味蕾需求。 爱吃美味的您千万不要错过此次美食之旅……开动双手，空出肚皮来享受吧,"麻辣小龙虾,龙虾,十三香小龙虾,香辣小龙虾,清蒸小龙虾,蒜蓉小龙虾,皮蛋豆腐,香辣蟹,酱骨小龙虾,椒盐小龙虾,花甲,油麦菜,文昌鸡,套餐大份,蛋炒饭,田鸡,跳跳蛙,酸汤牛肉,田鸡煲,上汤娃娃菜,海山骨,炒螺肉,麻辣烫,米饭,牛蛙,虾子,黄焖黄骨鱼,海鲜毛血旺,大闸蟹,秋葵,一品鲜,精品龙虾,烤鱼,精品龙虾中份,大瓶可乐,蟹,茄子,柠檬水,凉拌藕尖,精品龙虾大份,酸辣鸡杂,白水煮面,酸辣土豆丝,美人腿,青蛙,龙虾啊,大盆花菜,馒头,萝卜条,豆腐,老面馒头,客家豆腐,奶昔小馒头,冻虾,鱼排,凉拌猪耳,爆炒腰花,想吃土豆泥,油淋生菜,泡椒炒螺蛳,玉米烙,绝味小龙虾,酸辣牛肉汤,蒜蓉龙虾,冰虾,香辣田螺,凉拌鸭胗,沾酱小黄瓜,锅巴,芒果螺海螺,鸟蛋,螃蟹,蒜香小龙虾(1斤)+公仔面,香辣小龙虾(1斤)+香港丁面,椒盐虾,老豆腐,山药蓝莓,爆炒鱿鱼,皮蛋豆腐炒鸡,骨头汤,鹌鹑蛋,辣螃蟹,套餐内含的,正宗小龙虾,豆皮,鸡蛋干,土鸡爪,咖喱锅巴,拌面,干煸豆角,田螺,口味虾,花椒,一锅鲜,蒜香小龙虾,五香牛肉,虾粥,干锅咸水鸭,四季豆,猪耳朵,油焖大虾,酱骨龙虾,可口可乐,凉拌皮蛋,凉拌豆腐,兔子,烤馒头,雪梨汁,豆奶,炒小黄瓜,瓜子,香辣虾,黄牛肉,土豆泥,清炒莴笋,蟹钳,麻辣龙虾,花蛤,凉拌皮蛋豆腐,湛江生蚝,豆芽,酸梅汁,酸辣田鸡,啤酒,干锅黄古鱼,香辣大闸蟹,攸县香干,芒果炒螺,农家黑猪肉,拌菜,凉拌牛肚,麻辣虾,香辣蛙,外婆家醉鱼,酱香猪尾,虾仁,开胃藕尖,大瓶雪碧,白萝卜,田鸡肉,扬州炒饭,金牌龙虾,大碗花菜,干锅螃蟹,过水面,荷包蛋,黑蛙,麻辣味,清蒸大闸蟹,大个龙虾"
竹林渡烤全鱼(京华城店),烤鱼,5,京华城,20.029335,110.319597,龙华区玉沙路京华城金城大厦2层,双人餐158元，3人餐198元;90代100元;,周一至周日 11:00-21:00,0898-66188881,65603,,"烤鱼,蒜香味,清江鱼,鱼肉,蒜香烤鱼,煎饺,蒜香味烤鱼,蓝莓山药,香辣味,探鱼,西瓜,平菇,芦笋,芒果汁,金桔,开胃山楂汁,麻酱拉皮,香辣烤鱼,瓜子,川北凉粉,罗非鱼,口味鸡,水果沙粒,蛋煎糍粑,生煎包,千叶豆腐,果仁菠菜,京东肉饼,菠菜,剁椒蛋炒饭,馅饼,莴笋,凉拌海带,烧椒皮蛋,蒜蓉清江鱼,蒜香味清江鱼,煎包,蒜香清江鱼,海带丝,蒜香黑鱼,夫妻肺片,酱香,凉菜,蛋酥饼,怪味鱼,麻辣烤鱼,鮰鱼,煎饼,江团,酸菜鱼酸菜,芽菜炒饭,炸牛奶,大拉皮,鱼糕,芽菜,西红柿,饮料,麻椒,。,怪味烤鱼不错。,小菜,主菜,泡椒味儿十足,餐前小吃,炒饭炒饭,金桔柠檬,川味凉粉,1,腊八粥,米糕,蒜头,鲈鱼,烤鱼鱼肉,石斑鱼,酸菜味,青菜,炭火烤鱼,蛋挞,凉拌粉,凉拌菠菜花生米,剁椒炒饭,菌菇,芒果金桔柠檬,牛排,黑椒,啤酒鱼,咖喱,芒果冰,老坛酸菜鱼,红茶,紅糖瓜子,大包子油条,秋刀鱼地瓜,大盘鸡,香米饭鸡肉,黄焖鸡米饭,冬瓜,蒜头烤鱼,水饺,汤圆,羊肉,招牌菜烤鱼,芒果金桔水,豆芽,豇豆,午餐肉,面条,烤鱼肉,蒜香味黑鱼,芒果柠檬汁,榴莲披萨,一品烤鱼,川贝凉粉,蓝莓山药泥,椒香,酸奶,圣女果,珠江面,水煮鱼,鱼头,鱼皮,宽粉,烤鱼粉丝,可口可乐,清江鱼麻辣,番茄鸡蛋,糖醋排骨肉,豆皮,水果色拉,小鱼,冻豆腐,川贝凉皮,白米饭,小番茄,葱油饼,沙棘汁,猪肉马蹄,时菜,烤全鱼,马蹄,猪耳朵,淮山,蔬菜沙拉,魔芋,红糖冰粉,豉香烤鱼,柠檬茶,凉拌菠菜,鸭肉,苹果,烤鱼套餐,凉菜菠菜,长寿面,炒鸡,爆肚,好吃鱼,粉丝,波菜,粉条,南瓜,胡萝卜,芒果茶,炒米饭,莲藕,蟹柳,青瓜"
亿鑫哇哇香火锅(朱云店),火锅,3,琼山区,20.003414,110.349908,琼山区朱云路跟红城湖路交界处内行50米,双人餐59.9元，4人餐79.9元起，5-6人餐99.9元，5-6人餐128元，6人餐178元，6-8人餐208元，6-8人餐218元;79.9代100元;,周一至周日 09:00-21:00,0898-65884552,64641,,"香辣蛙,田鸡,冬瓜,香菇丸,玉米,火腿肠,木耳,蛙肉,豆芽,湄公鱼,猪肚包鸡,鸡肉,鸭肠,大白菜,鹌鹑蛋,素菜拼盘,白骨鱼,金针菇,木瓜,脆皮肠,芽菜炒饭,五花肉,魔芋,千张,川北凉粉,开胃木耳,脆皮香蕉,南瓜饼,加多宝,清江鱼,米饭,豆腐皮,烤鱼,锅底,茶位费,土豆,腐竹,罗非鱼,豆皮"
刘一锅(海甸岛店),火锅,3.8,海甸岛,20.06152,110.33811,美兰区海甸五西路与人民大道交界口西南角人民大道60号,双人餐98元，2-3人餐98元，2-3人餐118元，3-4人餐118元，4-6人餐158元，5-6人餐218元;49.9代100元，88代100元;,周一至周日 11:00-22:00,0898-66272456,64625,,"牛肉,筋头巴脑,手擀面,菜品,一锅香,牛筋,蔬菜拼盘,筋头巴脑一锅香,腐竹,麻酱,金针菇,东北甜玉米,山药卷,南瓜饼,滋补锅,牛杂锅,牛肉牛筋,青菜,特色筋头巴脑锅,牛肉牛杂,筋头巴脑全家福,羊蝎子,牛肉火锅,炒鸡,牛板筋,ㅇㄷ,菠菜,果汁,宽粉,筋头巴脑锅,什锦拼,娃娃鱼,筋头巴脑排骨锅,脆皮肠,涮品,鱼豆腐,特色凉菜,手工面,和牛肉,牛腩,牛肉和牛,海带结,羊蝎子锅,牛扒,牛筋火锅,烤鸭,土豆肉筋,金桔汁,排骨一锅香,饺子,牛肉筋,青瓜条,肉筋,羊肉,筋头八脑,土豆条,香芋丸,柳橙汁,水晶包,沾料,全家福,龙口粉丝,绿茶,米饭,大米,海带,鸭血,白菜,牛肚锅,排骨汤,一锅香牛肉,牛肉小锅,牛油,西瓜汁,牛腩和牛,牛板筋土豆,瓜子,肥肠,牛腩土豆,经典锅,扯面,黄瓜条,豆腐脑,胡萝卜条,可口可乐,梨汁,虾饺,羊蝎子煲,鸡蛋仔,小蛋糕,牛肉粉,披萨,土豆和牛,魔芋结,白萝卜,营养锅,酱牛肉,墨鱼丸,火腿肠香肠,牛尾锅,筋头巴脑牛排锅,重庆火锅,猪肉,虾丸,豆皮,冬瓜,小排骨,玉米锅,和牛筋,椰子汁,椰奶,牛肉丸,干锅,涮菜,牛筋和牛,脆皮香蕉,排骨汤底,炸地瓜球,面片,椰子鸡,扎啤,牛腩锅,大骨头,土豆粉,焖锅,一大盘菜,西红柿鱼头汤,芒果汁,牛百叶,毛肚,柠檬茶,小包子,鲜榨椰汁,玉米汁,羊蝎子火锅,鲜榨果汁,皮蛋拌豆腐,麻汁,清汤锅,牛杂煲,紫薯汁,雪梨汁,藕片,精品肥牛,长寿面,牛筋板筋,香菜葱花,肥牛卷,猪肚,果粒橙,牛筋土豆,排骨锅,菌菇,水晶汤包,鱼丸子,豆芽,餐巾纸,水饺,鸡腿,牛肉锅底,大块肉,茼蒿菜,一锅出,一品牛肉锅,青菜拼盘,蘑菇,粉条,辣油,牛蹄筋,猪排,牛筋牛板筋,土豆牛筋,滋补乌鸡,花生汁,骨头,全家福锅底,牛排骨"
跳跳香辣坊机器人主题餐厅(西沙路店),川味火锅,3.1,美兰区,20.019754,110.335,美兰区西沙路49号富源商业楼一楼（南大桥下西沙路与南沙路红绿灯处）,2-3人餐99.8元，3-4人餐109.9元，4-5人餐119.9元;,周一至周日 10:00-04:30,0898-66754460,64359,,"烤鱼,田鸡,芽菜炒饭,蛙肉,香辣田鸡,凉拌青瓜,凉拌木耳,牛蛙,香辣蛙,凉拌海带,藕片,木耳,腐竹,凉菜,酸梅汁,米饭,涮菜,丸子,清江鱼,湄公鱼,鸭血,豆皮,配菜金针菇,豆芽,千张,魔芋,豆腐,青蛙,黑蛙肉,香辣烤鱼,香辣小龙虾,跳跳蛙,牛蛙锅,可乐,豆腐皮,鸳鸯锅,西瓜,圣女果,香辣黑蛙,田鸡肉,猪肚包鸡汤,罗非鱼烤鱼,鸡肉,龙虾田鸡,蛋炒饭,辛辣烤鱼,鱼香肉丝,干锅,酸梅汤,黄瓜,拌饭,瓜子,牛肉丸,拌菜,香辣龙虾（标准中号虾）,田鸡锅,饮料,鱼肉,蘑菇,大闸蟹,柠檬茶,蛙蛙跳,大锅,探鱼,水果饮料,萝卜,泡椒味烤鱼,爱鱼,猪肚鸡汤,香菇丸,烧烤鱼,酸菜烤鱼,猪肚包鸡锅,皮蛋,鲢鱼,豆芽炒饭,油焖大虾,香辣跳跳蛙,青菜,烤湄公鱼,西瓜汁,芽菜,香辣大虾,西红柿蛋花汤,黑加仑,芽菜饭"
杨铭宇黄焖鸡米饭,快餐,3.7,海甸岛,20.062725,110.327964,美兰区海甸岛五西路海大北门对面南国超市后门20米（安民路2-4）,8.8折（买单立享）;14.5元黄焖鸡米饭小份，17.5元黄焖鸡米饭大份;,周一至周日 10:30-21:00,0898-32852983,60605,精致美味，味蕾享受，美味随心萦绕。,"米饭,杨铭宇黄焖鸡米饭,葡萄汁,小份黄焖鸡套饭,小份,小份黄焖鸡套餐,红烧肉,炒酸奶,鸡大腿,土豆红烧肉饭,维他奶,紫菜汤,石锅拌饭,青椒炒鸡蛋,辣椒炒肉,带皮五花肉,炖猪蹄,炒芹菜,蒸南瓜,蒸鸡蛋,炒猪肝,茄子炒豆角,炒青菜,土豆炖鸡,黄焖鸡汤泡饭,红烧肉套餐,香菇鸡,三鲜锅底,鸡腿肉,黄焖豆腐,酸辣土豆丝,绿豆汤,手抓饼,香鸡煲,浓汁鸡煲饭,文昌鸡,土豆红烧肉,冬瓜茶,鸡肉饭,鸡屁股,小份黄焖鸡米饭,大米饭,可口可乐,酸梅汤,哈密瓜,紫菜鸡蛋汤,西红柿鸡蛋汤,豆腐块,黄焖鸡鸡米饭,矿泉水,大份黄焖鸡米饭,咸柠七,鸡蛋仔,小蛋糕,红烧肉饭"
探鱼(京华城店),烤鱼,4,京华城,20.027076,110.319727,龙华区玉沙路21号玉沙京华城1FA055号铺,3人餐168元;92代100元;,周一至周日 11:00-00:00,0898-68597766,56737,,"烤鱼,探鱼,凉粉,春卷,草鱼,豆花烤鱼,夫妻肺片,重庆豆花烤鱼,碳烤生蚝,冰粉,烤串酸甜排骨,清江鱼,烤牛蛙,孜然味清江鱼,莲藕,重庆凉面,水果冰茶,金桔柠檬,鱼肉,豆花鱼,炭烤排骨,土豆,大白菜,腐竹,泡泡蛙,炭烤肉酱全茄,榴汁莲藕,糖醋排骨,豆豉味和酱香味清,木耳,面,鸡丝凉面,冬阴功烤海鲈鱼,碳烤菌把,泡菜,拔丝香芋味清江鱼,酱香鱼,鸭头,蒜泥青瓜,重庆豆腐鱼,拔丝香芋味烤鱼,果汁,香芋,萝卜烤鱼,鲈鱼,孜然烤鱼,钟水饺,麻辣凉粉,麻辣小面,泡椒,酸菜烤鱼,碳烤糖醋排骨,干锅,炭烤玉米,蒜蓉青瓜,蒜香味烤鱼,沙拉,可口可乐,混椒烤鱼,麦芽糖,排骨贝贝虾,醪糟汤圆,烤糖醋排骨,裸斑鱼,探鱼鱼肉,柠檬冰桔茶,烤茄子,柠檬香茅茶,冬瓜,平菇,海带,蒜香味清江鱼,凉拌木耳,酸梅汤,金桔汁,探鱼拌菜,柠檬冰橘茶,烤生蚝"
亚洲湾海景自助铁板烧,日式铁板烧,5,亚洲湾,19.189725,110.597004,琼海市滨海大道博鳌亚洲湾度假酒店26楼,单人午餐118元，单人晚餐138元;,周一至周日 午市 11:30-14:00 晚市 18:00-21:00,0898-36861080,54208,,"法国鹅肝,芝士扇贝,三文鱼,焗生蚝,好,铁板烧,鹅肝,芝士焗扇贝,黑椒牛仔骨,生鱼片,鱿鱼,肉眼牛排,三文鱼生,美味,小羊排,1,原味大虾,火焰冰淇淋,铁板鱿鱼,清酒,T骨牛排,小菜,冰淇淋,北极贝,蜜汁鸡翅,单人自助午餐,土豆沙拉,花卷,什锦蔬菜沙拉,原味生蚝,鸡块,牛肉卷金针菇,培根,培根卷大虾,三文鱼寿司,牛眼肉,煎蛋,海草等,蟹籽沙拉,凉菜,蛋̋黄̋虾̋,海波,铁板冰淇淋,米饭,面条,烤口蘑,素材拼盘,寿司拼盘,烤牛舌,鸡排,沙拉酱,牛肉粒,小黄鱼,现榨果汁,牛羊肉,铁板牛肉,烤鹅肝,梅子酒,烤鱼,扇贝起司烧,生鱼片拼盘,胡萝卜汁,大虾生煎,火烧冰淇淋,寿司，炸虾天妇罗,平盘,青了,土豆泥色拉,牛排羊排,马鲛鱼,芒果沙拉,橙汁,蟹籽蒸蛋,烤三文鱼头,木瓜,鲜榨西瓜汁,鲜榨石榴汁,梅酒,水果拼盘,土豆饼,拉面,单人自助晚餐,银芽,香辣扇贝,酱烤鳕鱼,凤尾虾排,烤牛排土豆饼,日料,面包"
一只酸奶牛(日月广场店),饮品店,4.2,日月广场,20.016105,110.349207,琼山区国兴大道8号日月广场一号下沉广场L层,9.9元酸奶紫米露3选1，10.8元燕麦酸奶【新品】，13.9元芒果优格，16元刨酸奶;16代20元;,周一至周日 11:00-22:00,15501909953,53945,,
大嘴鱼乡(国兴店),鱼火锅,3.6,国兴大润发,20.017225,110.375122,美兰区国兴路国兴大润发三楼,8.8折（买单立享）;4人餐157元起，6人餐227元起，8人餐298元，8-10人餐468元，10人餐478元起;85代100元;,周一至周日 11:00-21:00,0898-65301140/65301235,52786,,"汤锅,鱼肉,奶汤鱼头锅,甲鱼,鱼头,奶汤锅底,印度飞饼,中华鸭嘴鲟,白骨鱼,鱼三宝,奶汤锅,麻酱,一般,牛丸,蔬菜煎饼,毛肚,文昌鸡,萝卜干,长江肥坨,千岛湖大嘴鱼头,千岛湖大嘴鱼,素菜饼,番茄汤锅,奶汤鱼头汤,茄汁锅底,榴莲饼,菌汤锅底,鸭嘴鱼麻辣香锅,花生米,白鱼汤,鱼头火锅,嫩牛肉,鱼腩,干炒牛河,例汤,西红柿锅,黄金大饼,香辣酱,牛肉片,番茄锅底,芽菜炒饭,酸梅汁,肉丸子,牛肉丸,焖锅鲟龙鱼,西红柿汤底,鱼汤锅底,米饭,印度甩饼,豆腐,鱼、肉,铺前林花糟粕醋,千岛,鲜菇拼盘,奶汤鱼锅,鸳鸯锅底,香蕉饼,鱼三宝和牛,果粒橙,野菜饼,白汤,西红柿锅底,小酥肉,脆皖鱼,酸汤锅,菇菌锅底,黄骨鱼,羊肉,鸳鸯锅,酸菜,水库鱼头,小牛肉,蟹柳肉丸,鹌鹑蛋,大锅,印度薄饼,五花肉片,蘸酱,蘑菇,鱼头汤,菌菇,雪碧,印度抛饼,玉米汁,芋头,海白菜,干锅鱼,原味汤底,猪肉,蟹棒撒尿牛丸,番茄汤底,鱼锅,火锅汤,牛肉丸蟹柳,黄豆,泡椒锅,海带,酸辣汤,粉丝,榴莲飞饼,茄子,芋头卷,鱼块,鲟鱼肉,白骨鱼焖锅,生态甲鱼,白米饭,蔬菜面,大骨,瓜子,香菇丸,可口可乐,鸟蛋,番茄火锅,自助西瓜,金银馒头,花甲,蛋包饭,猪血,白切鸡肉,小龙虾,淡水鱼,凉菜,鲟龙鱼,微辣锅,鱼火锅,奶汤鱼头锅底,可乐,手工面,烤鸭,皇帝菜,青菜,鸡块,腐竹,菌菇拼盘,香蕉薄饼,烤鱼,鸭嘴鱼,骨头,涮菜,椰汁,油碟,火锅鱼,糟粕醋锅底,鱼肉火锅,干锅,猕猴桃汁,肥牛"
至尊牛扒(大润发店),西餐,4.3,国兴大道,20.01742,110.374532,美兰区国兴大道大润发一楼（拾味馆隔壁）,单人餐39元起;88代100元;,周一至周日 11:00-21:30,0898-65375648,52744,至尊牛扒是一家以经营牛扒，比萨，自助餐为主的连锁餐饮店；餐厅坚持走“价格实惠亲民，产品健康美味”的路线，分店所到之地，立即引发食客排队揽位狂潮；牛扒我们采用进口纯天然无污染的优质牛肉，加以秘制腌料慢火精工煎制，再辅于香浓黑胡椒汁，让您回味无穷；比萨采用美国最新进口原装设备机器，配于昂贵质优的芝士粒，让您垂涎三尺！自助餐40多种产品，不限时不限量，让您尽情享受。,"牛排,绿茶饼,牛扒,黑椒牛排,牛肉,白葡萄果茶,水果沙拉,鸡趴,黑椒,黑椒牛扒,牛奶布丁,薯条,原味经典牛扒套餐,2,不错,卡布奇诺,没几种，可能不会再去了！,奥尔良鸡扒,附加菜,冰激凌,味道很好！,甜筒冰淇淋,丝袜奶茶,原味牛扒,黑椒菲力牛排,超级牛排,地瓜叶,铁板烧,菲力牛排,牛排和披萨,牛肉汤,黑米糕,南瓜饼,酸梅汁,菲利牛排,小炒肉,水果披萨,牛排肉,牛肉干,火龙果,酸菜鱼,顶级雪花牛扒,双拼,芒果汁,荷包蛋,牛扒套餐,鲜榨果汁,西冷牛排,西冷牛扒,炒时蔬,泡菜,沙拉,鱿鱼,关东煮,意大利粉,蘑菇奶油汤,蛋糕面包布丁,百香果汁,甜筒冰激凌,意大利面,玉米汁,小糕点,番茄汁,牛排套餐,至尊牛排,柠檬红茶,至尊牛肉,黑胡椒牛扒,奥尔良鸡扒套餐,龙利鱼,缤纷培根比萨套餐,白葡萄鲜果茶,阿里巴巴菲力牛扒套餐,拿铁咖啡,港式奶茶,蛋炒饭,茶叶蛋,油炸馒头,甜筒,黑椒传奇,非力牛排"
黄金海景大酒店旋转餐厅,自助餐,3,万绿园,20.03118,110.31829,龙华区滨海大道67号（黄金海景大酒店31楼）,其他53元，单人午餐108元，单人晚餐158元;,周一至周日 07:30-10:30 11:30-14:00 18:00-21:00,0898-68519336,50969,黄金海景大酒店三十一楼旋转观光餐厅是海南**的旋转观光餐厅。餐厅现已全新装修，开始纳客迎宾！在这里，您无需走动，便可以360度远眺大海和美丽的椰城，蓝天白云与窗外的美景交相呼应，让您尽收眼底。餐厅设有大型海洋水族观赏鱼缸，各种各样的热带海水鱼和姿态各异的珊瑚，看着鱼儿们游来游去，让您仿佛置身于海洋世界，心情会无比的舒畅，给您的就餐环境增添不一样的乐趣！ 旋转餐厅秉承提供精品美食的宗旨，采用优质放心的食材，为您全天候提供开放式国际美食自助餐！当您置身于黄金旋转餐厅之中，会被琳琅满目的美食所吸引，百余种特色美味无限量自取，款款都是精品哦！现磨本地特色咖啡、酒水饮料、冰淇淋无限量畅享，给人无从抗拒的诱惑。 餐厅同时可容纳160人就餐，是您家人团聚、朋友聚会、商务洽谈、西式婚宴、生日派对的优选！使阁下尽享美好时光,"三文鱼,提拉米苏,黄金大饼,羊排,文昌鸡,白灼海虾,蟹腿,黑布朗尼,果汁,咖啡蛋糕,虾饺,猪扒,黑椒牛排,香煎马鲛鱼,凤爪,羊扒,生蚝扇贝,蔬菜沙拉,生鱼片,福山咖啡,秘制烤翅,麦包,骨肉相连,蒜蓉带子,花螺,帝王蟹腿,烤翅,主食蛋炒饭,原味酸奶,椰奶富贵藤,小笼包,油条,蛋瘦肉粥,巧克力瀑布,鸡排,三文鱼刺身,芝士蛋糕,带子,烤肉,小面包,皇帝蟹,金桔柚子茶,烤羊排,羊排肉,奶香曲奇饼,木瓜炖雪蛤,紫薯汤圆,芝士焗龙虾,小龙虾,西湖牛肉羹,羊扒牛扒,巧克力冰淇淋,海参切片,煎牛排,咸水鸭,大龙虾,骨头,葡萄汁,苹果汁,草莓汁,现煎牛排,长脚蟹,哈根达斯冰淇淋,西瓜,菠萝,小点,奶茶咖啡,羊腿,柠檬汁,巧克力,烤鹌鹑,鸡扒,柠檬水,炒面,橙汁,烤生蚝,米饭,鱿鱼圈,雪糕,咖喱丸子,面包,木瓜雪蛤,椰子,酸甜排骨,蟹脚,豆腐,皮蛋粥"
玛格利塔(高登东店),披萨,4.3,高登街,19.997622,110.358099,琼山区高登东街32号（建设银行对面）,1元特价蛋挞1个，13.9元单人套餐，19.9元7寸单人披萨套餐，39.9元双人套餐;21代30元;,周一至周日 08:00-21:00,0898-65878895/17776848223,50511,,"蛋挞,烤翅,鸡翅膀,披萨饼,奥尔良烤翅,现烤披萨,鸡肉比萨,海鲜披萨,烤肉串,培根比萨,榴莲披萨,鸡翅膀奥尔良烤翅,赞,榴莲比萨,奥尔良鸡翅,玛格丽特比萨牛肉比萨,藤椒肉串,玛格丽特比萨,培根批萨,现烤披萨藤椒肉串,鸡翅套餐,不说啥了,很好，很好，很好，,芬达,牛肉比萨吞拿鱼,烤鸡腿,吞拿鱼沙拉酱,柠檬片意大利面,榴莲披萨纯奶茶,鸡肉比萨可口可乐,可口可乐,大鸡腿,鸡翅   巴西烤肉披萨  可乐,打包的披萨,葡式蛋挞,沙拉酱,烤翅烤串,柠檬片,意大利面,瓶装可乐,热牛奶,冰激凌,6寸披萨,纯奶茶,蛋哒,培根披萨10寸,咖喱鸡,芝士条,牛肉黑椒,烤肉,烤肉披萨"
