店铺名称,类别,评分,所属片区,纬度,经度,详细地址,优惠套餐情况,营业时间,联系电话,累计售出份数,餐厅简介,特色菜
桥头排骨(襄城店),小吃快餐,3.6,鼓楼,32.019205,112.150924,襄城区北街华莱士对面巷子内，美特斯邦威店侧面,10.5元单人套餐，10.5元小份排骨;,非营业时段 2018-02-15至2018-02-17 全天,15707200101,51916,桥头排骨拥有百年历史，工艺传承，骨香古味。是馨晟餐饮管理有限公司致力于百年老店“桥头排骨”品牌的开发，采用独特手法搭配秘料，使其色泽鲜美，口感酥脆，肉质鲜嫩，更是以其独特浓香口味令顾客食之难忘，口口相传。“留恋桥头非美景，一块排骨成佳话”就是对桥头排骨之美誉！它已成为当地脍炙人口的特色名吃,"排骨,桥头排骨,不错,桥头炸肉,特色小吃,脆脆香,糯玉米,炸玉米,甜玉米,炸排骨,外包装,小吃排骨,炸酥肉,八宝饭,辣椒粉,面疙瘩,羊肉串,咖喱鸡排饭,奥尔良鸡肉披萨,大骨头,正新鸡排,可口可乐,牛肉面,排骨肉,酱萝卜,沙拉酱,一品排骨"
原始烤肉自助餐厅(天元四季城店),烤肉自助,3.5,天元四季城,32.041406,112.151069,樊城区大庆西路天元四季城四楼404商铺,其他38.9元，单人午餐48元，单人晚餐56.9元;,周一至周日 10:00-22:00  非营业时段 2018-02-15至2018-02-16 全天,0710-3257177,51334,,"五花肉,铁板烧,凉菜,饮料,虾子,甜点,海鲜,花甲,肥牛,铁板鱿鱼,寿司,里脊肉,鸡尾酒,梅肉,猪五花,炒花甲,巧克力喷泉,冰淇淋,龙利鱼片,生菜,小点心,生蚝扇贝,腊肠,烤鸭,T骨牛排,肉,虾,一品肥牛,臭豆腐,巧克力酱,薯条,茄子,哈密瓜,冷饮,炒面,花饭,绿豆汤,拌菜,培根卷,香蕉牛奶,鸡排,炒河粉,巧克力塔,一品牛肉,七喜,甜筒,烤牛排,爆米花,烤鱼,烤翅,果汁,冰激凌,酸奶,涮菜,麻辣鸭脖,拿铁板烧,大块肉,炒鸡,水果沙拉,日月贝,黄桃,菠萝,布丁,奶茶,小鱼,桃子,龟苓膏,扇贝,橘子,苹果,水果蛋糕,西瓜,味碟,蒜蓉酱,烤鱿鱼,豆腐,绿豆沙,带骨牛排,小蛋糕,紫包菜,铁板鱿鱼须,小笼包,包子,虾饺,蘸酱,披萨,大虾,沙冰,黑胡椒酱,猪手,冷面,火龙果,荔枝,草莓汁,辣椒粉,蛋挞,烤肉酱料,骨头,泡菜,鸡柳,鸭肠,鸡翅,烤肉类"
多美奇(谷城餐厅),快餐,4.5,影院街,32.261789,111.646747,谷城县影院街谷城影剧院对面保真鞋城一楼,4.9元鸡腿，5.5元圣代2选1 套餐，10.5元汉堡2选1套餐，14.9元单人套餐，16元商务套饭，36元中份披萨套餐，46元家庭分享餐;,周一至周日 09:00-22:00,0710-7245566,47695,多美奇饮食有限公司自2001年成立以来，以质量求生存，以创新求发展。本着“品质，服务，清洁”的经营理念，以“高效，严格，努力，忠诚”为企业精神，以100%满意为目标，通过标准化规范化的管理，打造西式快餐的知名品牌。营养丰富，品质优良的餐厅食品，时尚的主题装饰，优美的背景音乐，大屏幕液晶电视，功能齐全的儿童游乐园，精美的餐厅礼品，多美奇人无时无刻都在为消费者奉献一片真情。多美奇欢迎您来，欢迎您再来！,"鸡腿,玉米粒,薯条,烤翅,美奇鸡腿汉堡,冰淇淋,圣代,香辣鸡腿堡,卡啦脆骨,小鸡腿,多美奇单人套餐,板烧汉堡,九珍果珍,腿堡,板烧堡,小面包,红豆奶,热牛奶,麻辣烫,鸡肉汉堡,葡式蛋挞,香辣腿堡,牛奶棒,冰激凌,大鸡腿,爱尔兰烤翅,虾饺皇杏仁豆腐,棒棒糖椒麻鸡,可口可乐,香菇滑鸡,番茄汁,全家桶,烤全鸡,山楂汁,卤肉饭,烧鸡腿,鸡腿饭,鸡腿肉,辣椒面,卡拉脆骨,黑胡椒粉,九珍果汁,老北京鸡肉卷,招牌肥牛饭,臭豆腐,珍珠奶茶"
好客自助餐厅,自助餐,4,中心商业区,32.121268,112.762802,枣阳市万象城东门A区3楼314号,48代58元，50代58元;,"11:20-14:00,17:20-21:20",0710-6699266,43623,,"菜品,自助午餐,烤鸡心,蛋挞,蜜汁烤肉,西瓜,凉菜,培根肉卷,涮锅,热菜,蜜汁梅肉,烤鸡翅,奶茶,荷包蛋,烤翅,烤菠萝,烤香蕉,水果饮料,面包,很是不错,烤培根卷,披萨,烤鸡腿,宽粉,牛肉卷羊肉卷,烤羊肉串,冰激凌,丸子,考的馒头,羊肉倦,蛋塔,肉丸,豆腐,炒饭,铁板烧,炸串,铁板鱿鱼,菠萝,炒粉干,意面,米线,烤鱿鱼,橙汁,巴西烤肉,奥尔良烤翅,qq星,南美烧烤,金针菇,小点心,巧克力喷泉,涮菜,菜豆腐,蝉蛹,水果点心,手撕鸡蛋饼,可乐,蟹脚,粉丝,撒尿牛丸,肉丸子,时蔬,小蛋糕,牛骨头,青岛啤酒,豆皮,葡萄干,麻辣烫,红茶绿茶,烤海鲜,甜筒,烤肠,瓦罐汤,冷饮,南美烤肉,冰红茶,薯条"
多美奇(枣阳店),快餐,4.3,中心商业区,32.124127,112.763399,枣阳市正大家电广场一楼（工贸家电二楼）,4.9元鸡腿，5.5元圣代2选1 套餐，10.5元汉堡2选1套餐，14.9元单人套餐，16元商务套饭，36元中份披萨套餐，46元家庭分享餐;,周一至周日 09:00-22:00,0710-6235878,43474,多美奇饮食公司自2001年成立以来，以质量求生存，以创新求发展。本着“品质，服务，清洁”的经营理念，以“高效，严格，努力，忠诚”为企业精神，通过标准化规范化的管理，打造西式快餐的知名品牌。营养丰富，品质优良的餐厅食品，时尚的主题装饰，优美的背景音乐，大屏幕液晶电视，功能齐全的儿童游乐园，精美的餐厅礼品，多美奇人无时无刻都在为消费者奉献一片真情。多美奇欢迎您来，欢迎您再来！,"卡啦脆骨,老北京鸡肉卷,美奇鸡腿汉堡,圣代,薯条,美味鸡腿,九珍果珍,香辣鸡腿汉堡,橙汁十汉堡,烤翅,牛肉堡,甜筒冰淇淋,原味葡式蛋挞,香辣鸡翅,冰激凌,脆皮甜筒,鸡柳汉堡,全家桶,烤鸡腿饭,热牛奶,招牌肥牛饭,珍珠奶茶,燕麦奶茶,鱼香肉丝饭,中薯条,三杯鸡,墨西哥塔可,香菇滑鸡米饭,白米饭,香菇滑鸡套餐,香菇滑鸡,山楂汁,白馒头,小鸡腿,炸鸡翅,梅菜扣肉,优麦奶茶,板烧汉堡,可口可乐,招牌饭,咔啦脆骨,沙拉酱"
华莱士(万达店),快餐,4.2,万达,32.063761,112.133117,樊城区长虹北路万达广场金街1-109号（小张烤鱼旁）,9.9元乐享单人套餐，12.8元美味单人套餐，24.9元超值欢聚套餐，79.9元超值欢聚套餐;,周一至周日 09:00-21:30,18727078863/15172570163,42807,华莱士是一家集产品开发，生产，销售为一体的西餐快餐企业，自2001年1月由福建“华氏兄弟”创建以来，先后在闽，浙，赣，粤，湘，津等全国27个省48个市级以上城市开设了连锁餐厅，截至2012年1月，直营餐厅数量达6700家。华莱士立足于本土，服务于本土，目前是中国**的快餐连锁企业。华莱士，简单，有滋味。,"香辣鸡腿堡,上校鸡块,墨西哥鸡肉卷,香辣鸡翅,现榨果汁,鸡翅,果珍,无骨鸡柳,鸡腿汉堡,鸡腿堡,墨西哥卷,可口可乐,辣鸡块,鸡米花,小鸡腿,牛肉汉堡,汉堡套餐,鸡块面,可乐,炸鸡腿,鸡柳,香辣鸡腿,烤全鸡,全家桶,米粉,骨肉相连,香辣鸡腿包,烤鸡腿,鸡卷,辣子鸡块,全餐,长城干红,热果汁,鸡腿肉,可乐鸡,鸡腿煲,儿童餐,蜜汁鸡,美年达,辣椒粉,鸡翅膀,牛肉煲,蛋糕边,墨西哥牛肉卷,中杯可乐,鸡肉汉堡"
魔锅坊麻辣香锅(襄城武商店),干锅/香锅,3.5,襄城武商,32.010533,112.13982,襄城区长虹南路武商购物中心4楼,9折（买单立享）;双人餐59.9元;45代50元;,周一至周日 11:00-21:00,0710-3561916,42379,魔锅坊麻辣香锅，特点是将三十多种香料熬制的香油与肉禽、海鲜、菌菇、蔬菜、豆制品等天南地北、五颜六色的食材炒至一锅，麻辣鲜香，让人一吃回头，再吃上瘾。一锅上桌，满屋生香，香锅及香辣炒菜之快捷，火锅之实惠，干锅之美味，快餐之便捷于一体，是不可错过的人间美味。,"豆皮,花生,米饭,例汤,牛肉汤,螃蟹,麻辣香锅,锅,小瓶纯生,酸梅汁,花菜,海带汤,豆奶,上海青,香菇,鱿鱼,黑木耳,香锅,海带,土豆,麻辣香锅牛肉套餐,娃娃菜,牛蛙,粉丝,青蛙肉,酸梅汤,墨鱼,菜品多,绿豆汤,黄焖鸡,麻辣烫,花生米,麻辣锅,时菜,菜拼,虾,干锅,蓝莓汁,魔锅坊麻辣香锅,毛肚,米线,基围虾,麻婆豆腐,排骨汤,熏肉,花甲,苕粉,牛肉和牛,猪心,肉夹馍,笋子"
徹思叔叔烘焙工房,蛋糕,4.6,万达,32.061318,112.132669,樊城区长虹北路万达广场室内步行街3楼318号（孩子王对面）,每满90减12（买单立享）;创意起司蛋糕29元，7英寸蛋糕39元起，42元蛋糕2选1，生日蛋糕泡泡浴139元，徹思叔叔生日蛋糕139元;,周一至周日 10:00-22:00,18672725118,41579,Uncle tetsu（徹思叔叔）上世纪八十年代起源于日本九州博多，招牌现烤芝士蛋糕凭其香浓的芝士、嫩滑的口感一直风靡日本长达20年之久，目前门店遍布整个九州岛。近年来Uncle tetsu陆续在海外开拓门店，在台湾让众多的粉丝们疯狂不已，处处可见排队长龙。 2013年开始Uncle tetsu徹思叔叔在中国内地也刮起了超级旋风，自上海**家门店（久光店）开业以来，目前已在中山公园龙之梦商场、打浦桥日月光广场、徐家汇美罗、浦东嘉里城、静安梅龙镇伊势丹、五角场万达广场开设门店，以上门店同样出现了火爆的场景。,"天使的帽子,原味起司蛋糕,恶魔的帽子,原味芝士蛋糕,不错,起士蛋糕,乳酪蛋糕,现烘起司蛋糕,原味芝士,巧克力蛋糕,小蛋糕,冰淇淋,抹茶味道,爆浆巧克力,天使帽子,帽子蛋糕,奶油蛋糕,巧克力起司蛋糕,原味蛋糕,冰激凌,奶酪蛋糕,水果蛋挞,重芝士,焦糖布蕾,巧克力酱,大蛋糕,伯爵的帽子,石锅饭,软巧克力,巧克力爆浆,巧克力豆,甜甜圈,酸奶蛋糕,蛋挞皮,原味乳酪,巧克力乳酪,芝士塔,撤思叔叔起司蛋糕,奶酪塔,丘比特的帽子,大蛋挞,徹思叔叔芝士蛋糕,可口可乐,鸡蛋羹,榴莲酥,酸奶芝士蛋糕,港式奶茶,红豆抹茶,棉花糖,酸菜鱼,华夫饼"
糊涂仙香辣蟹(襄城店),火锅,3.5,闸口,32.024554,112.161517,襄城区环城东路255号（襄阳公园正对面）,2-3人餐78元，2-3人餐89元，6-8人餐299元;85.9代100元;,周一至周日 09:30-21:00,0710-3523888,41143,"糊涂仙香辣蟹是在原重庆风味火锅的基础上,结合本地顾客的不同口味需求进行了改良和创新。独创的香辣蟹集麻辣鲜香于一体，麻而不烈、辣而不燥、口感香醇，是您亲朋聚会的好去处","香辣蟹,鹌鹑蛋,萝卜丝,基围虾,豆皮,撒尿牛肉丸,蟹棒,扬州炒饭,小白菜,毛豆,火烧馍蘸酱,萝卜炒饭,千页豆腐,锅盔,炒鸡,虾子,炒鱿鱼,生菜,鱿鱼片,腌牛肉,鸡翅魔芋,蘸酱,火烧馍,清淡味香辣蟹,脆皮肠,鸳鸯锅,凉面,虾锅,手擀面,螃蟹肉,牛肉面,呛生菜,锅贴,爆米花,皮蛋拌豆腐,酱油炒饭,凉拌鱼皮,鱼皮,红枣汁,玉米汁,泡菜,黑毛肚,山药,大螃蟹,鸡蛋,紫薯,小点心,豆奶,冰粉,魔芋,黄瓜,水煎包,面皮,白米饭,大麦茶,草莓汁,里脊肉,梭子蟹,黄瓜魔芋,鲜榨苹果汁,鸡腿,鸡爪,甲鱼,海螃蟹,柠檬柚子茶,味碟,母鸡,醋泡花生米,虾肉蟹肉,萝卜丝炒饭,涮菜,青菜,涮锅,西瓜汁,土豆芽,炒米饭,蟹钳,苕粉,青椒,大锅基围虾,凤爪,粉丝汤,韭菜盒子,鸡蛋糕,橙汁,干锅凤爪,干锅虾子,芒果汁,肉松卷"
尚品时尚小火锅,川味火锅,3.9,人民广场,32.042291,112.158343,樊城区人民广场拉美步行街对面食尚城二楼（拉美步行街对面）,单人餐29.9元，双人餐59.9元，4人餐129.9元;,周一至周四 12:00-21:30  周五至周日 12:00-22:00  非营业时段 2018-02-15至2018-02-20 全天,0710-2155567,39625,尚品豆捞吸纳了千年传承的饮食文化经典，“都捞”的寓意寄托其中，除了秉承着火锅文化的精华，还凭添了美食、美器、美景三位一体的时尚概念。“豆捞”起源于港澳，又称为香港火锅，有捞福、捞财、捞运气，亲情、友情、爱情尽在一捞之说。典派豆捞中的丸滑，系纯手工制作，入口爽滑，鲜嫩无比。一人一锅，即卫生又能品出其中美味。（摄影师：王珍）,"冰淇淋,海鲜,水果,小海鲜,冰激凌,清汤锅,虾子,麻辣锅,味碟,奶茶,肥羊,一人一锅,麻辣汤底,涮羊肉,清汤锅底,可乐,小螃蟹,西瓜,涮菜,牛羊肉,烤猪排,麻辣锅底,铁板烧,看……煮成啥了,牛柳,凉菜素拼,肥牛卷羊肉卷,百叶,蒸饺,豆皮,肉松面包,香菇,单人自助烤肉,酥肉,八爪鱼,丸子,墨鱼仔,凉皮,羊肉卷鱼片,豆腐,麻辣烫,肥牛火锅,小馒头,双皮奶,辣酱,牛丸,鸡排,粉丝,鱼和蚌,南瓜泥,多肉,烤猪肉,甜筒,面条,骨肉相连,摩卡,骨头,米饭,牛肉卷羊肉卷,鲜鱿鱼,毛肚,牛肉丸,牛肉卷,小贝壳肉,小笼包,奶昔,炒饭炒面,银耳汤,烤串,面筋,前菜,牛羊肉片,炒面,鸡排烤猪排,螃蟹腿,火龙果,布丁,冰淇淋甜筒,鸡翅中,冻虾,小点心,海鲜火锅,花饭,麻辣火锅,炒鱿鱼,卤鸭,大虾,海蛎子,虾滑,河粉,披萨,酸奶,玉米,包子,饺子,豆浆奶茶,烤牛排,王老吉,炒花甲,可口可乐,小香肠"
响宝米线,快餐,3.8,鼓楼,32.019425,112.150594,襄城区北街37号,17.9元单人米线套餐;,周一至周日 09:00-21:00,0710-3556903,38145,响宝米线馆位于热闹繁华的北街上，店内环境时尚优雅，服务贴心。无论是米线的制作，还是菜品原料的选择，都遵循绿色、健康，追求产品的原汁原味，让您吃的安全，吃的放心。,"米线,阿香米线,响宝番茄米线,好吃,响宝麻辣米线,响宝酸辣米线,凉拌海带,响宝原味米线,配菜,过桥米线,番茄汤,西红柿米线,羊肉卷,番茄面,花甲粉,番茄鸡蛋,老坛酸菜粉,炸鸡排,棒棒的,鸭脖,心心,花甲米线,番茄味米线,里脊肉,老鸭汤粉丝,豆腐皮,番茄汁,鸳鸯锅,甜玉米,瓦罐米线"
牛尚轩自助烤肉,烤肉自助,3.3,群兴购物广场,32.263954,111.640517,谷城县粉阳路与筑阳路（揽月欢乐谷七楼）,45代59元，55代59元;,周一至周日 11:00-14:00 17:00-22:00,0710-7185901,37330,,"花甲,鱿鱼,烤菜,培根,玉米汁,五花肉,西瓜,调料,烤鸡翅,烤五花肉,肥牛肉,冰激凌,肉酱,烤鱼,甜玉米,果汁,龙虾,刀鱼,排骨汤,海带汤,蛋挞,米饭,很丰富,汤很鲜,味碟,蜂蜜柚子茶,面包,番茄汤,猪肉五花肉,鱼片花甲,可口可乐,苹果,蛋塔,饮料,牛排骨,牛骨头,小点心,鹌鹑蛋加洋葱,老生菜,王老吉,涮羊肉,热奶茶,黑胡椒汁,烤金针菇,烤肉类,炒面,轻松烤,不是黑暗料理,肉类,肉串鸡柳,甜点,花菜,冷饮,辣白菜,生菜包肉,调料组合,花甲 包谷坨,牛肉花甲,鹌鹑蛋,泡菜"
宜味佳西饼(大北街店),甜点饮品,4.3,中心商业区,32.129793,112.763789,枣阳市大北街工商银行正对面,68元6英寸慕斯蛋糕，8英寸蛋糕88元起，8英寸蛋糕88元起，梦中回忆128元;,周一至周日 07:00-22:30,0710-6229181,37173,宜味佳西饼位于大北街工商银行旁边，是一家主要以生产、销售生日蛋糕、面包、月饼为主西饼屋。新鲜的美味口感加以清新的时尚元素成就了每一个精品。新鲜让顾客看见，美味让顾客闻见。优质生活，从宜味佳开始,"水果蛋糕,面包,粽子,金色之恋,梦中回忆,绿豆糕"
华莱士(北街店),汉堡,4.4,鼓楼,32.018721,112.150734,襄城区襄城北街昭明台内（近鼓楼）,9.9元乐享单人套餐，12.8元美味单人套餐，21.8元美味双人套餐，24.9元超值欢聚套餐，79.9元超值欢聚套餐;,周一至周日 09:00-21:30,0710-3526554/18327521187,35243,华莱士是一家集产品开发，生产，销售为一体的西餐快餐企业，自2001年1月由福建“华氏兄弟”创建以来，先后在闽，浙，赣，粤，湘，津等全国27个省48个市级以上城市开设了连锁餐厅，截至2012年1月，直营餐厅数量达6700家。华莱士立足于本土，服务于本土，目前是中国**的快餐连锁企业。华莱士，简单，有滋味。,"上校鸡块,香辣鸡腿堡,炸鸡翅,墨西哥鸡肉卷,可口可乐,鸡米花,辣子鸡块,鸡块汉堡,骨肉相连,橙汁,鸡腿汉堡,无骨鸡柳,饮料,蜜汁烤鸡,冰可乐,1,香辣鸡腿包,奥尔良鸡翅,鸡腿堡,面包夹,薯条大,面疙瘩,双皮奶,炸鸡腿汉堡,梅菜扣肉,大鸡排,麦辣鸡翅,酸辣粉,鸡脯肉,奥尔良烤鸡腿堡,鸡腿饭,大鸡腿,香辣鸡腿汉堡,玉米汁,鸡翅膀,臭豆腐,香辣鸡肉堡,板烧堡,牛肉煲,牛肉饼,加冰可乐,沙拉酱,冻豆腐"
香禾米线(天元四季城店),米线,4,天元四季城,32.041379,112.150967,樊城区大庆西路天元四季城4楼（欧秀国际电影院售票大厅对面）,29.9元单人套餐;39.9代50元;,周一至周日 10:00-22:00,0710-3607790,34298,,"米线,招牌鲜虾,麻辣米线,香禾米线番茄米线,过桥米线,番茄米线,特制大杯酸梅汁,雀巢大杯芒C,雀巢大杯橙C,番茄味米线,番茄肥牛米线"
华莱士(汉江路店),快餐,4.2,樊城区,32.039448,112.126332,樊城区汉江路和人民路交叉口往西20米，武商量贩旁（近武商量贩）,9.9元乐享单人套餐，12.8元美味单人套餐，21.8元美味双人套餐，24.9元超值欢聚套餐，79.9元超值欢聚套餐;,周一至周日 09:00-21:30,13986390525,33064,华莱士是一家集产品开发，生产，销售为一体的西餐快餐企业，自2001年1月由福建“华氏兄弟”创建以来，先后在闽，浙，赣，粤，湘，津等全国27个省48个市级以上城市开设了连锁餐厅，截至2012年1月，直营餐厅数量达6700家。华莱士立足于本土，服务于本土，目前是中国**的快餐连锁企业。华莱士，简单，有滋味。,"上校鸡块,墨西哥鸡肉卷,无骨鸡柳,香辣鸡腿堡,鸡腿,汉堡,百事可乐,鸡翅膀,鸡肉卷,鸡米花,炸鸡翅,鸡腿堡套餐,麻辣鸡块,BBQ烤鸡,炸鸡腿,烤鸡套餐,冰可乐,蝴蝶虾,棒棒糖,辣子鸡丁,手撕鸡,可乐（小),美味华来士,全部中的大部分菜,全家桶,香辣鸡腿包,炸鸡块儿,奥尔良鸡翅,牛肉包,沙拉酱,可口可乐,小鸡腿"
象仔烧烤,烤鱼,3.7,人民广场,32.041984,112.157228,樊城区长征路人民广场樊城电影院隔壁（王子鞋城对面）,2-3人餐69元，2-3人餐79元，3-4人餐119元;79代100元;,周一至周日 11:00-23:30,0710-3461666,32334,象仔烧烤位于人民广场樊城电影院旁，地段繁华，交通便利，店内装修独特个性，舒适的沙发座椅整齐的排列，彩色的壁纸，性感的玛丽莲梦露的海报在店内一角，柔和的灯光营造出温馨的氛围，空气中飘着淡淡的烧烤香味，使人忍不住吞口水。 象仔烧烤一直秉承着“顾客至上”的宗旨，深受襄阳人民的好评,"糖醋里脊,甜酒,大碗山药,干锅鸡,烤肉串,烤鲫鱼,皮蛋瘦肉粥,烤馒头,橙汁芦荟,五彩小汤圆,炸馒头,秘制烤鲫鱼,烤凤爪,烤五花肉,肉串,养颜芦荟,干锅鹅翅,烤金针菇,干锅香卤鹅翅,水煮肉片,一丁甜酒,粥底火锅,小点心,酸梅汁,拍黄瓜,烤豆腐烤馒头,腰花,象仔香辣虾,烤臭干,黄金小馒头,一丁黄酒,酸辣土豆丝,湘味小炒肉,香茹,农家一锅鲜,干锅鸡块,砂锅财鱼,千叶豆腐炒肉丝,香油小葱豆腐,排骨火锅,千叶豆腐,鱼香茄子,烤鱿鱼,烤基围虾,野生木耳爆牛肚,脆笋炒肉丝,水煮白菜,馋嘴武昌鱼,青椒炒瘦肉,空心菜,鲢鱼,椒麻烤鱼,烧烤羊肉串,黄瓜,香辣爆牛肚,意大利面,鱼火锅,烤香菇,馒头片,火腿肠,饮料,酸梅汤,烤土豆,炒土豆丝,烧烤拼盘,羊肉火锅,金针菇,鸡柳,馒头,鱼,鸡杂,骨肉相连,臭干子,米饭,五花肉烤串,菜鸟杂烩火锅,凉拌黄瓜,手撕包菜,干锅千叶豆腐,满堂香锅鸭,苹果汁,农家小炒肉,爆椒鸡杂,臭干蒜苗回锅肉,紫菜蛋汤,跳水牛蛙,青椒肉丝,涮豆芽,皮蛋粥,涮白菜,菜鸟秘制甜酒,胖头鱼,干锅鲶鱼,酱香烤鱼,金枪鱼饭团,自制金枪鱼饭团,粉丝煲,新派酸菜鱼,玉米粒炒鸡丁,韩国泡菜烤鱼,生菜叶,芦荟养颜甜品,千页豆腐炒肉丝,骷髅头饮料,干锅排骨,香辣鱼,鱼块,鲶鱼,椒香烤鱼,玫瑰米酒,牛蛙火锅,清炒时蔬,湄公鱼（韩国泡菜味）,南瓜米酒羹,怒鸟红,麻油鸡蛋干,开胃萝卜皮,柠檬水,蓝弟弟,襄阳凉皮,飞镖黄,红力士,鲶鱼锅,竹叶菜,铁锅鲢,炒青菜,小炒肉,粉丝,木须鸡柳,刀拍黄瓜,干锅貂皮豆腐,烤牛板筋,麻椒风味鱼,烤茄子,野菜花炒鸡杂,酱茄子,香辣串串兔"
百度烤肉自助餐厅,烤肉自助,3.3,万达,32.06187,112.133255,樊城区长虹北路万达广场2楼,其他39元，单人午餐44.9元，单人晚餐54.9元;,周一至周日 11:00-15:30 17:00-21:00  非营业时段 2018-02-15至2018-02-16 全天,0710-3616507,32218,,
多美奇(老河口餐厅),快餐,4.9,沿江大道,32.384866,111.674642,老河口市市府路第四小学对面（近胜利路）,4.9元鸡腿，5.5元圣代2选1 套餐，10.5元汉堡2选1套餐，14.9元单人套餐，16元商务套饭，36元中份披萨套餐，46元家庭分享餐;,周一至周日 08:30-22:30,0710-8186818,31842,多美奇饮食有限公司自2001年成立以来，以质量求生存，以创新求发展。本着“品质，服务，清洁”的经营理念，以“高效，严格，努力，忠诚”为企业精神，以100%满意为目标，通过标准化规范化的管理，打造西式快餐的知名品牌。营养丰富，品质优良的餐厅食品，时尚的主题装饰，优美的背景音乐，大屏幕液晶电视，功能齐全的儿童游乐园，精美的餐厅礼品，多美奇人无时无刻都在为消费者奉献一片真情。多美奇欢迎您来，欢迎您再来！,"蛋挞,圣代,美奇鸡腿汉堡,薯条,烤翅,1,辣翅,大鸡腿,板烧汉堡,卤肉饭,可口可乐,香辣鸡腿堡,冰激凌,鱼香肉丝饭,炸鸡翅,老北京鸡肉卷,果汁,红豆奶,九珍果珍,梅菜扣肉,牛奶,香辣对翅,全家桶,招牌肥牛饭,龙头鱼,紫薯丸子,香菇鸡腿饭,冻可乐,奇异果,金桔柠檬,牛肉饭,蔓越莓,燕麦奶茶,包装,冰淇淋甜筒,墨西哥肉卷,玉米粒,香菇滑鸡,白米饭,蟹黄堡,牛肉卷,鸡肉汉堡,卡啦脆骨,热奶茶,珍珠奶茶,孜然脆骨,蝴蝶虾,黄焖鸡米饭,果粒橙,奥尔良鸡翅,鸡腿肉,墨鱼丝"
华莱士(西关街店),快餐,4,群兴购物广场,32.263945,111.641856,谷城县西关街与筑阳路交汇东北角（银泰百货对面）,9.9元乐享单人套餐，12.8元美味单人套餐，21.8元美味双人套餐，24.9元超值欢聚套餐，79.9元超值欢聚套餐;,周一至周日 08:30-23:00,0710-7185389,31358,,"香辣鸡腿堡,墨西哥鸡肉卷,上校鸡块,炸鸡翅,香辣鸡翅,烤鸡翅,香辣炸鸡腿,菜,辣子鸡块,鸡米花,可乐加冰,牛肉堡,BBQ烤鸡,麦辣鸡腿堡,小可乐,果珍,鸡肉卷套餐,热橙汁,炸鸡汉堡,牛肉煲,麻辣烫,牛奶棒,大酱汤榴莲酥,棒棒糖椒麻鸡,双人套餐,麦辣汉堡,辣腿堡,可口可乐,奥尔良鸡翅,虾饺皇杏仁豆腐,香辣鸡腿汉堡,卤鸡蛋,辣味鸡肉卷,双人餐,香辣鸡块,香辣汉堡,热果汁,黑胡椒粉,排骨汤,板烧堡,小吃拼盘,香辣鸡腿包,沙拉酱,牛肉汉堡"
炙口福,火锅,5,中心商业区,32.127431,112.761834,枣阳市广深街最西段，与小西街交汇处,13.8元美味煲仔饭，2-3人餐58.8元;,周六 10:30-14:00  周一至周五 07:30-21:00,15072299049,30213,炙口福位于广深街中段，店内环境优雅，交通便捷，适合亲朋好友聚餐的好去处。,"榨菜肉丝,锅巴,三黄鸡焖锅,鱼香肉丝煲仔饭,芹菜,蹄角焖锅,排骨焖锅,爆炒猪肝,汤,紫菜蛋汤,白粥,鸡杂,米饭,榨菜肉丝煲仔饭,萝卜,宽粉,胡萝卜,金针菇,小白菜,肉末茄子煲仔饭,泡椒,油淋茄子,麻麻鱼,鸡子火锅,泡椒锅,黄豆芽,黑木耳,生菜,大白菜,西瓜拼盘,绿豆粥,猪蹄,年糕火锅,涮菜,木桶饭,铁板饭,卤蛋,土豆丝,猪肚,排骨鸡肉锅,鸡肉,粉丝,月饼,组合锅,鸡头鸡脖子,鸡架,鱼香肉丝盖饭,青菜,白米饭,大份配菜,木耳,紫菜蛋花汤,葡萄干,红烧肉,猪肝煲仔饭,卤鸡蛋,干锅,肉末茄子煲"
佰人王串串香(人民广场店),串串香,4.1,人民广场,32.044077,112.154403,樊城区广场南路人民广场,53代60元，78代100元;,,0710-3488578,30172,佰人王串串香，以美味，健康，经济，实惠的经营理念深受广大人民的喜爱。佰人王，是朋友小聚，家庭聚会的理想场所。 麻辣香烫爽，尽享佰人王！佰人王串串香是草根美食大众化的体现，佰人王串串香以其魅力和鲜明的特色遍布于全国众多城市，在一定程度上，佰人王已成为串串香的代表,"麻辣烫,串串香,米酒汤圆,麻酱,特色锅底,鸡肉,三鲜锅底,鸳鸯锅辣酱,肉串,基围虾,鸡蛋豆干,培根,酸萝卜,千页豆腐,翅尖,可口可乐,魔芋,油条,羊肉卷,牛筋和牛,牛肉串,皮蛋,猪心,牛肉丸,绿豆稀饭,泡萝卜,辣锅,金针菇,炒鸡,鸡腿菇,藕片炒鸡,麻辣牛肉,山药,酥肉丸子,熏肉,香菇,胡萝卜,菜品多,毛肚,牛蹄筋和牛,嫩牛肉串,泡菜,涮锅,荤类、素类、杂类串品,特色味碟 主食 水果,！！,炒米饭,炒饭,果汁,绿豆汤,辣汤,毛菜,冬瓜,大骨汤,清汤锅,毛豆,里脊肉,鱿鱼,面包,水饺,玉米,绵绵冰,墨鱼,土豆粉,腊肠,花椒,豆干,花生米,冰淇淋,凉拌木耳,粽子,鹌鹑蛋,脆皮肠,泡面,红汤锅,鸡翅,小蛋糕,青菜蘑菇,油碟,鸭血,饺子"
